,id,genre_name,original_language,original_title,release_year,vote_average,studio_name
2191,2718,"['Crime', 'Drama', 'Horror']",en,ted bundy,2002,5.8,Incessant Barking Productions Inc.
2192,2719, ,en,she me and her,2002,7.0,Delux Productions
2193,2723,['Romance'],en,new year's eve,2002,4.3,Col Spector
2194,2726,['Comedy'],en,teddy bears' picnic,2002,0.0,Indie Studio
2195,2728,"['Drama', 'Horror', 'Thriller', 'Crime']",en,vulgar,2002,5.4,View Askew Productions
2196,2730,"['Documentary', 'Drama', 'Music', 'Thriller']",en,naqoyqatsi,2002,6.2,Miramax
2197,2737,"['Adventure', 'Fantasy', 'Action']",en,the lord of the rings: the return of the king,2003,8.5,WingNut Films
2198,2738,"['Animation', 'Family']",en,finding nemo,2003,7.8,Pixar
2199,2739,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",en,the matrix reloaded,2003,7.0,Village Roadshow Pictures
2200,2740,"['Adventure', 'Fantasy', 'Action']",en,pirates of the caribbean: the curse of the black pearl,2003,7.8,Walt Disney Pictures
2201,2741,"['Fantasy', 'Comedy']",en,bruce almighty,2003,6.7,Universal Pictures
2202,2742,"['Drama', 'Action', 'War', 'History']",en,the last samurai,2003,7.6,Cruise/Wagner Productions
2203,2743,"['Action', 'Thriller', 'Science Fiction']",en,terminator 3: rise of the machines,2003,6.1,Columbia Pictures
2204,2744,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",en,the matrix revolutions,2003,6.7,Village Roadshow Pictures
2205,2745,"['Adventure', 'Action', 'Science Fiction']",en,x2,2003,7.0,20th Century Fox
2206,2747,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",en,bad boys ii,2003,6.6,Columbia Pictures
2207,2748,"['Drama', 'Comedy', 'Romance']",en,something's gotta give,2003,6.6,Columbia Pictures
2208,2749,"['Action', 'Adventure', 'Comedy']",en,charlie's angels: full throttle,2003,5.5,Columbia Pictures
2209,2750,"['Adventure', 'Animation', 'Family']",en,brother bear,2003,7.2,Walt Disney Feature Animation
2210,2751,"['Science Fiction', 'Action']",en,hulk,2003,5.5,Universal Pictures
2211,2752,"['Comedy', 'Romance', 'Drama']",en,love actually,2003,7.1,Universal Pictures
2212,2753,"['Action', 'Crime', 'Thriller']",en,2 fast 2 furious,2003,6.4,Mikona Productions GmbH & Co. KG
2213,2754,"['Comedy', 'Romance']",en,american wedding,2003,6.2,Universal Pictures
2214,2755,['Comedy'],en,scary movie 3,2003,6.0,Dimension Films
2215,2756,"['Adventure', 'Drama', 'War']",en,master and commander: the far side of the world,2003,7.1,Miramax
2216,2757,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",en,spy kids 3-d: game over,2003,5.1,Dimension Films
2217,2758,['Comedy'],en,anger management,2003,6.1,Columbia Pictures
2218,2759,"['Comedy', 'Family']",en,cheaper by the dozen,2003,6.3,20th Century Fox
2219,2760,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']",en,the haunted mansion,2003,5.6,Walt Disney Pictures
2220,2761,"['Action', 'Crime']",en,kill bill: vol. 1,2003,8.0,Miramax
2221,2762,"['Fantasy', 'Action', 'Thriller', 'Science Fiction']",en,the league of extraordinary gentlemen,2003,5.9,20th Century Fox
2222,2763,"['Fantasy', 'Action']",en,daredevil,2003,5.2,20th Century Fox
2223,2764,"['Comedy', 'Romance']",en,how to lose a guy in 10 days,2003,6.7,Paramount
2224,2765,"['Action', 'Crime']",en,the italian job,2003,6.8,Paramount
2225,2766,"['Comedy', 'Family', 'Fantasy']",en,elf,2003,6.6,New Line Cinema
2226,2767,"['Adventure', 'Drama', 'History', 'Romance']",en,cold mountain,2003,6.9,Miramax
2227,2769,"['Comedy', 'Family']",en,daddy day care,2003,5.9,Revolution Studios
2228,2770,"['Comedy', 'Family', 'Romance', 'Fantasy']",en,freaky friday,2003,6.4,Walt Disney Pictures
2229,2771,"['Adventure', 'Action', 'Comedy']",en,johnny english,2003,6.2,Universal Pictures
2230,2772,"['Action', 'Adventure', 'Fantasy', 'Thriller']",en,lara croft: tomb raider - the cradle of life,2003,5.7,Paramount
2231,2773,"['Thriller', 'Crime', 'Drama', 'Mystery']",en,mystic river,2003,7.7,Village Roadshow Pictures
2232,2774,"['Drama', 'History']",en,seabiscuit,2003,7.0,DreamWorks Pictures
2233,2775,"['Horror', 'Thriller']",en,gothika,2003,6.1,Dark Castle Entertainment
2234,2776,"['Action', 'Drama', 'Adventure', 'TV Movie']",en,baywatch: hawaiian wedding,2003,6.0,Fox Television Studios
2235,2777,"['Family', 'Animation', 'Adventure']",en,the jungle book 2,2003,5.9,DisneyToon Studios
2236,2778,"['Comedy', 'Adventure', 'Family', 'Fantasy']",en,the cat in the hat,2003,5.3,DreamWorks Pictures
2237,2779,['Comedy'],en,bringing down the house,2003,6.0,Hyde Park Films
2238,2780,"['Comedy', 'Music', 'Family']",en,school of rock,2003,7.1,Paramount
2239,2781,"['Comedy', 'Romance']",en,"legally blonde 2: red, white & blonde",2003,5.6,Metro-Goldwyn-Mayer
2240,2782,"['Adventure', 'Fantasy', 'Drama']",en,big fish,2003,7.8,Columbia Pictures
2241,2783,"['Adventure', 'Fantasy', 'Family']",en,peter pan,2003,7.2,Columbia Pictures
2242,2784,"['Crime', 'Comedy', 'Romance']",en,intolerable cruelty,2003,6.0,Imagine Entertainment
2243,2785,"['Comedy', 'Drama', 'Romance']",en,lost in translation,2003,7.4,American Zoetrope
2244,2786,['Horror'],en,freddy vs. jason,2003,6.0,New Line Cinema
2245,2787,"['Action', 'Thriller', 'Crime']",en,s.w.a.t.,2003,6.1,Columbia Pictures
2246,2788,['Horror'],en,the texas chainsaw massacre,2003,6.2,New Line Cinema
2247,2789,"['Comedy', 'Romance']",en,just married,2003,5.7,20th Century Fox
2248,2790,"['Action', 'Thriller']",en,the recruit,2003,6.3,Birnbaum / Barber Productions
2249,2791,"['Action', 'Drama', 'Mystery']",en,once upon a time in mexico,2003,6.3,Columbia Pictures
2250,2792,"['Crime', 'Mystery', 'Thriller']",en,phone booth,2003,6.8,Fox 2000 Pictures
2251,2793,"['Drama', 'Comedy']",en,calendar girls,2003,6.6,Buena Vista International
2252,2794,"['Fantasy', 'Action', 'Thriller']",en,underworld,2003,6.8,Lakeshore Entertainment
2253,2795,"['Action', 'Adventure', 'Mystery', 'Science Fiction', 'Thriller']",en,paycheck,2003,6.2,Paramount
2254,2796,"['Horror', 'Mystery']",en,final destination 2,2003,6.2,New Line Cinema
2255,2797,"['Mystery', 'Thriller']",en,identity,2003,7.2,Columbia Pictures
2256,2798,"['Action', 'Adventure', 'Comedy', 'Western']",en,shanghai knights,2003,6.1,Spyglass Entertainment
2257,2799,['Comedy'],en,old school,2003,6.6,DreamWorks Pictures
2258,2800,"['War', 'Action', 'Drama']",en,tears of the sun,2003,6.8,Columbia Pictures
2259,2801,"['Adventure', 'Action', 'Comedy', 'Thriller']",en,the rundown,2003,6.4,Columbia Pictures
2260,2802,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action']",en,sinbad: legend of the seven seas,2003,6.9,DreamWorks Pictures
2261,2803,"['Drama', 'Thriller']",en,runaway jury,2003,6.9,20th Century Fox
2262,2805,"['Drama', 'Comedy', 'Crime']",en,bad santa,2003,6.5,Columbia Pictures
2263,2806,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",en,dreamcatcher,2003,5.5,Village Roadshow Pictures
2264,2807,"['Action', 'Thriller', 'Adventure', 'Science Fiction']",en,the core,2003,5.7,Paramount
2265,2809,"['Animation', 'Comedy', 'Family']",en,looney tunes: back in action,2003,6.4,Warner Bros. Pictures
2266,2810,"['Western', 'Action', 'Drama']",en,open range,2003,7.2,Tig Productions
2267,2811,['Comedy'],en,stuck on you,2003,5.3,20th Century Fox
2268,2812,"['Comedy', 'Drama', 'Crime', 'Thriller']",en,matchstick men,2003,7.0,Warner Bros. Pictures
2269,2814,['Horror'],en,jeepers creepers 2,2003,6.1,United Artists
2270,2815,"['Animation', 'Family']",en,piglet's big movie,2003,6.8,Walt Disney Pictures
2271,2816,"['Music', 'Drama', 'Romance']",en,honey,2003,6.3,Universal Pictures
2272,2817,"['Drama', 'Crime', 'Thriller']",en,21 grams,2003,7.4,This Is That Productions
2273,2818,"['Crime', 'Drama']",en,monster,2003,7.2,Newmarket Films
2274,2819,"['Romance', 'Comedy']",en,under the tuscan sun,2003,6.8,Timnick Films
2275,2820,"['Action', 'Adventure', 'Comedy', 'Family']",en,agent cody banks,2003,5.4,Metro-Goldwyn-Mayer
2276,2821,"['Action', 'Crime', 'Drama']",en,cradle 2 the grave,2003,6.1,Warner Bros. Pictures
2277,2822,"['Family', 'Comedy']",en,the lizzie mcguire movie,2003,6.3,Walt Disney Pictures
2278,2823,"['Thriller', 'Crime', 'Drama']",en,out of time,2003,6.3,Metro-Goldwyn-Mayer
2279,2824,"['Animation', 'Family', 'Adventure', 'Comedy']",en,rugrats go wild,2003,6.2,Paramount
2280,2825,['Drama'],en,radio,2003,7.1,Columbia Pictures
2281,2826,"['Action', 'Adventure', 'Comedy', 'Thriller']",en,hollywood homicide,2003,5.3,Columbia Pictures
2282,2827,"['Comedy', 'Romance', 'Drama', 'Family']",en,what a girl wants,2003,6.2,Warner Bros. Pictures
2283,2828,"['Action', 'Comedy', 'Crime', 'Thriller']",en,national security,2003,5.9,Columbia Pictures
2284,2829,"['Family', 'Comedy', 'Drama']",en,uptown girls,2003,6.6,Metro-Goldwyn-Mayer
2285,2830,"['Action', 'Drama']",en,a man apart,2003,6.1,New Line Cinema
2286,2831,"['Action', 'Adventure', 'Science Fiction']",en,timeline,2003,5.7,Paramount
2287,2832,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",en,basic,2003,6.5,Intermedia Films
2288,2833,"['Drama', 'Family']",en,whale rider,2003,7.3,Pandora Film
2289,2834,['Comedy'],en,dumb and dumberer: when harry met lloyd,2003,4.1,New Line Cinema
2290,2835,"['Drama', 'Thriller', 'Crime']",en,the life of david gale,2003,7.4,Mikona Productions GmbH & Co. KG
2291,2836,"['Thriller', 'Western', 'Adventure']",en,the missing,2003,6.3,Columbia Pictures
2292,2837,['Comedy'],en,head of state,2003,5.5,DreamWorks Pictures
2293,2838,"['Action', 'Comedy', 'Fantasy']",en,bulletproof monk,2003,5.5,Lakeshore Entertainment
2294,2839,"['Drama', 'Action', 'Thriller', 'Crime']",en,the hunted,2003,6.1,Lakeshore Entertainment
2295,2841,"['Comedy', 'Crime']",en,malibu's most wanted,2003,5.1,Warner Bros. Pictures
2296,2842,"['Drama', 'Romance']",en,girl with a pearl earring,2003,6.6,MEDIA Programme of the European Union
2297,2843,['Horror'],en,cabin fever,2003,5.7,Tonic Films
2298,2844,"['Comedy', 'Music', 'Romance']",en,the fighting temptations,2003,5.7,Paramount
2299,2845,"['Drama', 'History']",en,luther,2003,6.4,ARD
2300,2846,"['Mystery', 'Thriller']",en,cold creek manor,2003,5.4,Touchstone Pictures
2301,2847,"['Horror', 'Thriller']",en,wrong turn,2003,6.3,Constantin Film
2302,2849,"['Drama', 'Mystery', 'Thriller']",en,in the cut,2003,5.2,Screen Gems
2303,2850,"['Action', 'Drama']",en,biker boyz,2003,6.1,DreamWorks Pictures
2304,2851,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']",en,confidence,2003,6.3,Cinerenta Medienbeteiligungs KG
2305,2852,"['Crime', 'Thriller']",en,swimming pool,2003,6.5,France 2 Cinéma
2306,2853,"['Comedy', 'Drama', 'Family', 'Romance']",en,love don't co$t a thing,2003,7.0,Alcon Entertainment
2307,2854,"['Action', 'Comedy']",en,the in-laws,2003,5.7,Warner Bros. Pictures
2308,2855,"['Comedy', 'Romance']",en,down with love,2003,6.1,Regency Enterprises
2309,2857,"['Comedy', 'Romance']",en,view from the top,2003,5.6,Miramax
2310,2858,['Comedy'],en,duplex,2003,6.1,Miramax
2311,2859,"['Comedy', 'Music']",en,a mighty wind,2003,6.8,Castle Rock Entertainment
2312,2861,['Horror'],en,house of 1000 corpses,2003,6.2,Lionsgate
2313,2862,"['Comedy', 'Romance']",en,a guy thing,2003,6.0,Metro-Goldwyn-Mayer
2314,2863,['Documentary'],en,ghosts of the abyss,2003,6.9,Walt Disney Pictures
2315,2864,['Drama'],en,house of sand and fog,2003,7.2,DreamWorks Pictures
2316,2865,"['Crime', 'Drama', 'Thriller']",en,dogville,2003,7.8,Zentropa Entertainments
2317,2868,"['Comedy', 'Romance']",en,alex & emma,2003,5.2,Epsilon Motion Pictures
2318,2870,"['Drama', 'Romance']",en,the dreamers,2003,7.2,Fox Searchlight Pictures
2319,2871,['Drama'],en,mother teresa of calcutta,2003,6.8,Indie Studio
2320,2875,"['Documentary', 'Action', 'Adventure']",en,touching the void,2003,7.6,DSP
2321,2876,"['Horror', 'Action', 'Thriller']",en,house of the dead,2003,3.2,Boll Kino Beteiligungs GmbH & Co. KG
2322,2877,['Documentary'],en,bugs!,2003,6.0,IMAX
2323,2878,"['Drama', 'Romance']",en,le divorce,2003,5.0,Fox Searchlight Pictures
2324,2879,"['Drama', 'History', 'War']",en,gods and generals,2003,6.3,Warner Bros. Pictures
2325,2880,"['Drama', 'Romance']",en,my life without me,2003,5.8,El Deseo
2326,2884,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",en,the order,2003,5.5,20th Century Fox
2327,2887,"['Crime', 'Drama']",en,elephant,2003,7.1,Fine Line Features
2328,2888,"['Drama', 'Romance']",en,sylvia,2003,5.9,BBC Films
2329,2892,"['Drama', 'Crime', 'Thriller']",en,veronica guerin,2003,6.7,Jerry Bruckheimer Films
2330,2897,"['Drama', 'Comedy']",en,the station agent,2003,7.4,Next Wednesday Productions
2331,2898,"['Horror', 'Drama', 'Thriller']",en,willard,2003,6.1,New Line Cinema
2332,2900,"['Comedy', 'Drama']",en,coffee and cigarettes,2003,7.0,Smokescreen Inc.
2333,2901,['Comedy'],en,fat pizza,2003,5.9,Indie Studio
2334,2902,"['Music', 'Documentary']",en,tupac: resurrection,2003,8.1,Paramount
2335,2903,"['Romance', 'Crime', 'Comedy', 'Drama']",en,gigli,2003,4.0,Columbia Pictures
2336,2905,"['Action', 'Adventure', 'Drama', 'History']",en,ned kelly,2003,6.0,Australian Film Commission
2337,2907,"['Comedy', 'Romance']",en,chasing papi,2003,7.3,20th Century Fox
2338,2910,"['Comedy', 'Drama']",en,american splendor,2003,7.2,Indie Studio
2339,2912,['Documentary'],en,the real cancun,2003,4.2,Indie Studio
2340,2913,"['Action', 'Comedy', 'Adventure']",en,grind,2003,6.2,Pandora Cinema
2341,2915,"['Comedy', 'Romance']",en,from justin to kelly,2003,3.6,19 Entertainment
2342,2916,"['Comedy', 'Crime', 'Drama']",en,intermission,2003,6.2,Screen Ireland
2343,2918,['Drama'],en,laurel canyon,2003,6.0,Antidote Films
2344,2919,['Documentary'],en,the corporation,2003,7.8,Big Picture Media Corporation
2345,2920,"['Drama', 'Romance']",en,japanese story,2003,6.4,Australian Film Finance Corporation
2346,2921,"['Drama', 'History']",en,the gospel of john,2003,7.5,Gospel of John Ltd.
2347,2922,['Documentary'],en,capturing the friedmans,2003,7.3,Magnolia Pictures
2348,2929,"['Comedy', 'Romance']",en,mambo italiano,2003,5.8,icon
2349,2930,"['Drama', 'History']",en,shattered glass,2003,6.9,Cruise/Wagner Productions
2350,2936,"['Drama', 'Thriller', 'Crime', 'Romance']",en,young adam,2003,5.9,Recorded Picture Company
2351,2938,['Crime'],en,wonderland,2003,6.1,Lions Gate Films
2352,2940,"['Drama', 'Music', 'Romance']",en,the company,2003,5.3,Sony Pictures Classics
2353,2941,"['Thriller', 'Horror']",en,detour,2003,2.6,The Asylum
2354,2943,['Documentary'],en,mars: pioneering the planet,2003,8.0,Indie Studio
2355,2946,"['Drama', 'Romance']",en,the room,2003,4.1,Chloe Productions
2356,2948,['Comedy'],en,marci x,2003,3.5,Paramount
2357,2949,"['Adventure', 'Family']",en,"the book of mormon movie, volume 1: the journey",2003,5.0,Mormon Movies
2358,2950,"['Comedy', 'Music', 'Drama']",en,camp,2003,5.5,Laughlin Park Pictures
2359,2955,"['Crime', 'Drama', 'Thriller']",en,owning mahowny,2003,6.9,Alliance Atlantis Communications
2360,2957,"['Drama', 'Family']",en,indigo,2003,0.0,Indie Studio
2361,2958,"['Documentary', 'Drama']",en,tarnation,2003,6.8,Indie Studio
2362,2963,"['Drama', 'Romance']",en,the mother,2003,6.2,Indie Studio
2363,2967,"['Drama', 'History']",en,song for a raggy boy,2003,7.4,Lolafilms
2364,2971,"['Comedy', 'Drama', 'Crime']",en,party monster,2003,5.9,ContentFilm
2365,2972,"['Comedy', 'Drama', 'Romance']",en,the shape of things,2003,6.2,StudioCanal
2366,2973,"['Crime', 'Drama']",en,levity,2003,6.2,StudioCanal
2367,2978,"['Comedy', 'Documentary']",en,blue collar comedy tour: the movie,2003,5.7,Pandora Cinema
2368,2983,"['Drama', 'Romance']",en,all the real girls,2003,6.1,Indie Studio
2369,2984,"['Action', 'Thriller']",en,out for a kill,2003,4.1,Millennium Films
2370,2986,['Comedy'],en,lady killers,2003,3.8,National Lampoon Productions
2371,2991,"['Drama', 'Action', 'Thriller', 'Crime']",en,i'll sleep when i'm dead,2003,5.4,Franchise Pictures
2372,2992,['Drama'],en,blue car,2003,6.4,Peer Oppenheimer Production Inc.
2373,2993,['Action'],en,foolproof,2003,6.1,Alliance Atlantis Communications
2374,2995,"['Crime', 'Drama']",en,the united states of leland,2003,6.5,Thousand Words
2375,2996,"['Comedy', 'Music', 'Mystery', 'Crime']",en,the singing detective,2003,5.3,Icon Productions
2376,2997,"['Comedy', 'Romance']",en,"love, sex, and eating the bones",2003,4.5,The Film Works
2377,2998,['Comedy'],en,"die, mommie, die!",2003,7.0,Aviator Films
2378,2999,"['Comedy', 'Romance']",en,carolina,2003,5.7,Hollywood Partners
2379,3000,"['Action', 'Drama', 'Thriller']",en,in hell,2003,6.4,Millennium Films
2380,3002,"['Crime', 'Drama', 'Thriller']",en,civil brand,2003,7.3,Mandalay Sports Entertainment
2381,3007,"['Drama', 'Thriller']",en,palabras encadenadas,2003,6.5,Indie Studio
2382,3008,"['Crime', 'Drama', 'Thriller']",en,ginostra,2003,4.4,France 2 Cinéma
2383,3009,['Documentary'],en,agnes martin: with my back to the world,2003,0.0,New Deal Films
2384,3010,"['Horror', 'Mystery', 'Thriller']",en,hangman's curse,2003,5.5,North by Northwest Entertainment
2385,3012,"['Horror', 'Drama', 'Comedy']",en,may,2003,6.5,A Loopy Production LLC
2386,3013,['Comedy'],en,girls will be girls,2003,6.0,SRO Pictures
2387,3014,"['Drama', 'Science Fiction', 'Romance']",en,robot stories,2003,4.6,Indie Studio
2388,3018,"['Drama', 'Romance']",en,the mudge boy,2003,6.9,Showtime Independent Films
2389,3022,['Comedy'],en,blackball,2003,5.3,Midfield Films
2390,3023, ,en,death of a dynasty,2003,6.1,Indie Studio
2391,3024,"['Thriller', 'Horror', 'Fantasy']",en,vlad,2003,4.3,Media Pro Pictures
2392,3026,"['Drama', 'Family']",en,flywheel,2003,7.0,Carmel Entertainment
2393,3027,['Documentary'],en,a decade under the influence,2003,8.0,Constant Communications
2394,3028,"['Action', 'Crime', 'Drama']",en,stander,2003,6.4,Seven Arts Pictures
2395,3029,"['War', 'Drama', 'History', 'Adventure', 'Romance', 'Thriller']",en,"the tulse luper suitcases, part 1: the moab story",2003,5.9,Indie Studio
2396,3030,"['Comedy', 'Romance']",en,dopamine,2003,4.8,Indie Studio
2397,3032,['Documentary'],en,words of my perfect teacher,2003,10.0,ZIJI Film & Television
2398,3033,['Drama'],en,dallas 362,2003,5.4,Sunlion Films
2399,3034,"['Comedy', 'Drama']",en,"milwaukee, minnesota",2003,4.9,Indie Studio
2400,3035,"['Action', 'Thriller']",en,detention,2003,4.7,Nu Image
2401,3036,['Documentary'],en,people say i'm crazy,2003,8.0,HBO/Cinemax Documentary
2402,3038,"['Comedy', 'Romance']",en,manfast,2003,4.4,Indie Studio
2403,3039,"['Comedy', 'Romance']",en,nola,2003,7.9,Hutch Films LLC
2404,3040, ,en,the adventures of marshall art,2003,0.0,Indie Studio
2405,3042,"['Action', 'Science Fiction']",en,absolon,2003,4.1,GFT Entertainment
2406,3044,"['Comedy', 'Crime']",en,high times potluck,2003,4.0,Indie Studio
2407,3045,['Drama'],en,i love your work,2003,5.1,Indie Studio
2408,3046,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']",en,shrek 2,2004,7.2,DreamWorks Pictures
2409,3047,"['Adventure', 'Fantasy']",en,harry potter and the prisoner of azkaban,2004,8.0,Warner Bros. Pictures
2410,3048,"['Action', 'Adventure', 'Fantasy']",en,spider-man 2,2004,7.2,Laura Ziskin Productions
2411,3049,"['Action', 'Adventure', 'Animation', 'Family']",en,the incredibles,2004,7.7,Walt Disney Pictures
2412,3050,['Drama'],en,the passion of the christ,2004,7.4,Icon Productions
2413,3051,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",en,the day after tomorrow,2004,6.5,20th Century Fox
2414,3052,"['Comedy', 'Romance']",en,meet the fockers,2004,6.2,DreamWorks Pictures
2415,3053,"['Adventure', 'History', 'War', 'Action']",en,troy,2004,7.1,Plan B Entertainment
2416,3054,"['Animation', 'Action', 'Comedy', 'Family']",en,shark tale,2004,6.0,DreamWorks Pictures
2417,3055,"['Thriller', 'Crime']",en,ocean's twelve,2004,6.6,Village Roadshow Pictures
2418,3056,"['Adventure', 'Action', 'Thriller', 'Mystery']",en,national treasure,2004,6.6,Walt Disney Pictures
2419,3057,"['Action', 'Science Fiction']",en,"i, robot",2004,6.9,20th Century Fox
2420,3058,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",en,the polar express,2004,6.7,Castle Rock Entertainment
2421,3059,"['Horror', 'Adventure', 'Action']",en,van helsing,2004,6.3,Universal Pictures
